Tanggal;Terakhir;Pembukaan;Tertinggi;Terendah
08/06/2020;19065;19065;19065;19065
05/06/2020;20565;22210;23565;20565
04/06/2020;22065;20675;22065;20630
03/06/2020;20565;19200;20565;19065
02/06/2020;19065;18100;19065;18100
01/06/2020;18115;17200;18165;17015
29/05/2020;17215;16880;17315;16815
28/05/2020;16885;16400;17310;16295
27/05/2020;16360;16250;16400;16220
26/05/2020;16240;16010;16395;16000
22/05/2020;16050;16015;16125;16000
21/05/2020;16040;16080;16080;15940
20/05/2020;16085;16050;16195;16005
19/05/2020;16070;16030;16165;15910
18/05/2020;16070;16055;16375;15990
15/05/2020;16015;15950;16040;15535
14/05/2020;17420;15765;16460;15705
13/05/2020;17420;15643;15690;15430
12/05/2020;17225;17250;17250;17250
11/05/2020;16810;17510;17510;17510
08/05/2020;16700;15008;15490;15008
07/05/2020;16850;14903;15090;14863
06/05/2020;16690;16765;16790;16765
05/05/2020;16145;16100;16100;16100
04/05/2020;16200;14818;14830;14658
01/05/2020;16775;16370;16370;15780
30/04/2020;17155;18140;18700;16350
29/04/2020;18000;17000;17850;16550
28/04/2020;16860;17150;17325;16140
27/04/2020;16975;16560;17000;16230
24/04/2020;16610;16885;17195;16000
23/04/2020;16675;15750;16675;15750
22/04/2020;15825;15205;15910;15000
21/04/2020;15140;14530;15230;14400
20/04/2020;14560;14500;14730;14435
17/04/2020;14495;14365;14515;14335
16/04/2020;14325;14270;14335;14240
15/04/2020;14190;14265;14355;14135
14/04/2020;14280;14345;14470;14125
13/04/2020;14325;14460;14605;14315
09/04/2020;14520;14205;14545;14185
08/04/2020;14315;14385;14390;14070
07/04/2020;14340;14640;14660;14065
06/04/2020;14680;14610;14740;14595
03/04/2020;14550;14300;14680;14270
02/04/2020;14245;14065;14330;14055
01/04/2020;14055;14000;14140;13815
31/03/2020;14035;14095;14130;14000
30/03/2020;14095;13995;14170;13970
27/03/2020;13970;13725;14090;13725
26/03/2020;13770;13560;13810;13560
25/03/2020;13625;13290;13650;13280
24/03/2020;13280;13230;13395;13210
23/03/2020;13235;13385;13490;13155
20/03/2020;13285;14005;14015;13230
19/03/2020;13920;14175;14320;13895
18/03/2020;14290;13930;14350;13800
17/03/2020;13950;13615;14065;13580
16/03/2020;13615;13345;13665;13270
13/03/2020;13120;12860;12860;12860
12/03/2020;13150;12998;13260;12813
11/03/2020;12975;13015;13020;13015
10/03/2020;12845;12815;12835;12815
09/03/2020;12780;12805;12850;12750
06/03/2020;12880;13100;13100;12820
05/03/2020;13030;13455;13470;13150
04/03/2020;13405;13455;13460;13455
03/03/2020;13455;13590;13590;13590
02/03/2020;13500;13560;13640;13560
28/02/2020;13515;13370;13660;13370
27/02/2020;13415;13415;13535;13275
26/02/2020;13425;13400;13500;13355
25/02/2020;13365;13325;13475;13305
24/02/2020;13370;13410;13415;13260
21/02/2020;13385;13405;13450;13310
20/02/2020;13435;13420;13520;13380
19/02/2020;13425;13420;13470;13335
18/02/2020;13430;13305;13460;13300
14/02/2020;13330;13295;13420;13240
13/02/2020;13305;13400;13400;13080
12/02/2020;13390;13555;13600;13385
11/02/2020;13605;13750;13750;13535
10/02/2020;13695;13600;13860;13570
07/02/2020;13615;13525;13650;13510
06/02/2020;13525;13540;13550;13485
05/02/2020;13540;13450;13575;13430
04/02/2020;13585;13580;13605;13500
03/02/2020;13565;13575;13665;13495
31/01/2020;13610;13655;13680;13465
30/01/2020;13560;13690;13720;13480
29/01/2020;13665;13600;13740;13560
28/01/2020;13585;13470;13605;13405
27/01/2020;13470;13485;13550;13350
24/01/2020;13585;13580;13655;13530
23/01/2020;13625;13425;13705;13375
22/01/2020;13435;13395;13475;13350
21/01/2020;13415;13485;13585;13375
17/01/2020;13515;13330;13635;13305
16/01/2020;13335;13365;13420;13265
15/01/2020;13360;13350;13410;13260
14/01/2020;13050;12960;12960;12960
13/01/2020;12970;13100;13100;13015
10/01/2020;13075;12920;12920;12920
09/01/2020;13000;12910;12920;12910
08/01/2020;12835;12820;13110;12750
07/01/2020;12835;12820;12820;12820
06/01/2020;12815;12865;12865;12865
03/01/2020;12995;12895;12895;12895
02/01/2020;12935;13020;13280;12840
31/12/2019;13135;12960;13115;12960
30/12/2019;12965;13055;13085;12930
27/12/2019;13030;12880;13080;12880
26/12/2019;12875;12830;12920;12830
24/12/2019;12940;12890;12960;12885
23/12/2019;12915;12780;12935;12780
20/12/2019;12880;12770;12895;12745
19/12/2019;12795;12775;12815;12720
18/12/2019;12785;12680;12800;12610
17/12/2019;12680;12545;12825;12545
16/12/2019;12605;12495;12635;12495
13/12/2019;12515;12410;12530;12365
12/12/2019;12430;12415;12450;12370
11/12/2019;12430;12440;12480;12345
10/12/2019;12450;12435;12490;12415
09/12/2019;12450;12265;12450;12265
06/12/2019;12310;12280;12310;12235
05/12/2019;12295;12290;12330;12270
04/12/2019;12295;12330;12330;12275
03/12/2019;12335;12455;12460;12305
02/12/2019;12475;12475;12560;12420
29/11/2019;12485;12400;12490;12390
27/11/2019;12390;12240;12400;12200
26/11/2019;12240;12190;12270;12155
25/11/2019;12195;12145;12240;12140
22/11/2019;12180;12240;12250;12165
21/11/2019;12245;12110;12250;12110
20/11/2019;12100;12050;12110;12040
19/11/2019;12090;12070;12095;11995
18/11/2019;12090;11995;12140;11960
15/11/2019;11890;11820;11910;11715
14/11/2019;11650;11898;11940;11795
13/11/2019;11695;11973;11980;11898
12/11/2019;11740;12045;12090;11960
11/11/2019;11780;12005;12100;11940
08/11/2019;11800;11780;11780;11780
07/11/2019;11770;11975;12050;11933
06/11/2019;11730;11730;11730;11700
05/11/2019;11710;11905;11990;11828
04/11/2019;11585;11725;11725;11725
01/11/2019;11725;11820;11825;11820
31/10/2019;11730;11980;12080;11958
30/10/2019;11700;11620;11900;11600
29/10/2019;11645;11505;11785;11495
28/10/2019;11580;11790;11820;11570
25/10/2019;11800;11730;11815;11705
24/10/2019;11730;11675;11760;11660
23/10/2019;11670;11700;11700;11655
22/10/2019;11700;11800;11900;11690
21/10/2019;11795;11910;11910;11755
18/10/2019;11910;11975;11990;11890
17/10/2019;11990;12000;12040;11905
16/10/2019;11980;11880;12080;11825
15/10/2019;11885;11985;12035;11830
14/10/2019;11990;12060;12060;11875
11/10/2019;12060;12010;12075;11975
10/10/2019;12040;12000;12170;12000
09/10/2019;12005;11840;12050;11840
08/10/2019;11840;11640;11920;11630
07/10/2019;11645;11645;11735;11620
04/10/2019;11660;11715;11830;11640
03/10/2019;11715;11705;11790;11705
02/10/2019;11715;11870;11870;11685
01/10/2019;11870;11995;12000;11865
30/09/2019;12015;12090;12125;11955
27/09/2019;12155;12080;12260;12050
26/09/2019;12080;11910;12225;11875
25/09/2019;11895;12000;12000;11870
24/09/2019;12000;12020;12055;11970
23/09/2019;12060;12295;12295;12025
20/09/2019;12315;12335;12350;12250
19/09/2019;12365;12305;12385;12295
18/09/2019;12310;12250;12365;12245
17/09/2019;12275;12210;12320;12210
16/09/2019;12215;12230;12240;12195
13/09/2019;11970;12153;12280;12145
12/09/2019;11935;11855;11855;11855
11/09/2019;11845;11890;11890;11890
10/09/2019;11765;11695;11705;11675
09/09/2019;11680;11695;11695;11635
06/09/2019;11690;11895;11970;11890
05/09/2019;11690;11605;11605;11600
04/09/2019;11700;11980;12010;11855
03/09/2019;11685;11913;12000;11903
30/08/2019;11670;11685;11685;11685
29/08/2019;11560;11355;11620;11335
28/08/2019;11335;11350;11350;11300
27/08/2019;11150;11200;11200;11125
26/08/2019;11220;10945;11240;10945
23/08/2019;10980;10870;11000;10870
22/08/2019;10870;10915;10945;10865
21/08/2019;10910;10930;10995;10895
20/08/2019;10980;11035;11080;10970
19/08/2019;11030;11205;11225;11025
16/08/2019;11200;11305;11420;11195
15/08/2019;11320;11500;11500;11290
14/08/2019;11500;11545;11650;11480
13/08/2019;11455;11550;11565;11455
12/08/2019;11570;11380;11575;11345
09/08/2019;11370;11370;11395;11320
08/08/2019;11355;11395;11505;11350
07/08/2019;11370;11370;11520;11300
06/08/2019;11340;11405;11410;11320
05/08/2019;11430;11695;11695;11270
02/08/2019;11705;11935;11950;11620
01/08/2019;11950;11930;12000;11860
31/07/2019;11945;12095;12135;11885
30/07/2019;12095;12295;12335;12080
29/07/2019;12310;12160;12345;12150
26/07/2019;12195;12100;12200;12045
25/07/2019;12125;12030;12150;12030
24/07/2019;12035;11950;12060;11925
23/07/2019;11970;11945;12030;11845
22/07/2019;11920;11945;12070;11895
19/07/2019;11945;11870;11970;11805
18/07/2019;11890;11765;11900;11760
17/07/2019;11815;11800;11825;11735
16/07/2019;11785;11840;11850;11715
15/07/2019;11885;11850;11960;11850
12/07/2019;11680;11630;11630;11605
11/07/2019;11665;11600;11650;11600
10/07/2019;11655;11620;11670;11600
09/07/2019;11600;11683;11898;11678
08/07/2019;11440;11480;11758;11475
05/07/2019;11205;11403;11530;11368
03/07/2019;11100;10980;10980;10980
02/07/2019;10970;11030;11030;10990
01/07/2019;11215;11573;11630;11495
28/06/2019;11275;11205;11300;11150
27/06/2019;11140;11120;11120;11015
26/06/2019;11000;11070;11125;11000
25/06/2019;11055;11150;11200;11050
24/06/2019;11180;11280;11365;11150
21/06/2019;11295;11190;11390;11190
20/06/2019;11225;11420;11450;11055
19/06/2019;11365;11545;11600;11315
18/06/2019;11565;11625;11625;11540
17/06/2019;11615;11605;11640;11600
14/06/2019;11640;11660;11700;11560
13/06/2019;11650;11645;11735;11630
12/06/2019;11740;11540;11745;11505
11/06/2019;11575;11750;11750;11460
10/06/2019;11770;11680;11785;11675
07/06/2019;11725;11725;11750;11675
06/06/2019;11735;11655;11790;11645
05/06/2019;11645;11615;11735;11525
04/06/2019;11680;11665;11695;11620
03/06/2019;11695;11400;11745;11395
31/05/2019;11455;11660;11675;11380
30/05/2019;11660;11675;11750;11585
29/05/2019;11715;11570;11900;11535
28/05/2019;11650;11600;11850;11475
24/05/2019;11555;11550;11740;11395
23/05/2019;11550;11350;11630;11345
22/05/2019;11335;11285;11390;11270
21/05/2019;11310;11225;11345;11205
20/05/2019;11225;11050;11240;11050
17/05/2019;11070;10915;11090;10890
16/05/2019;10905;10905;10950;10900
15/05/2019;10915;10920;10990;10755
14/05/2019;10815;10780;10780;10780
13/05/2019;10720;10785;10785;10785
10/05/2019;10720;10920;10995;10920
09/05/2019;10660;10940;11040;10915
08/05/2019;10660;10928;10990;10900
07/05/2019;10645;10550;10690;10550
06/05/2019;10410;10720;10750;10663
03/05/2019;10470;10400;10400;10340
02/05/2019;10410;10533;10730;10513
01/05/2019;10255;10175;10175;10165
30/04/2019;10275;10260;10260;10245
29/04/2019;10315;10285;10295;10120
26/04/2019;10195;10135;10210;10070
25/04/2019;10160;10180;10190;10105
24/04/2019;10160;10295;10300;10120
23/04/2019;10225;10440;10520;10215
22/04/2019;10450;10520;10520;10415
18/04/2019;10425;10475;10485;10420
17/04/2019;10480;10525;10540;10445
16/04/2019;10515;10610;10640;10480
15/04/2019;10555;10490;10620;10380
12/04/2019;10460;10280;10530;10240
11/04/2019;10285;10220;10345;10210
10/04/2019;10235;10320;10415;10215
09/04/2019;10290;10375;10395;10240
08/04/2019;10420;10525;10560;10365
05/04/2019;10515;10535;10580;10470
04/04/2019;10550;10645;10660;10450
03/04/2019;10670;10785;10815;10645
02/04/2019;10795;10850;10915;10760
01/04/2019;10860;10850;10910;10835
29/03/2019;10850;10930;10955;10820
28/03/2019;10905;11125;11165;10890
27/03/2019;11145;11250;11270;11060
26/03/2019;11260;11130;11265;11060
25/03/2019;11165;11185;11250;10955
22/03/2019;11210;11065;11210;11050
21/03/2019;11085;10940;11095;10935
20/03/2019;10940;10800;10960;10800
19/03/2019;10780;10735;10785;10700
18/03/2019;10715;10725;10860;10640
15/03/2019;10725;10745;10795;10685
14/03/2019;10575;10788;10888;10740
13/03/2019;10595;10735;10850;10725
12/03/2019;10485;10688;10810;10680
11/03/2019;10470;10800;10880;10635
08/03/2019;10590;10723;10900;10720
07/03/2019;10540;10650;10650;10650
06/03/2019;10625;10480;10480;10480
05/03/2019;10475;10570;10570;10570
04/03/2019;10440;10400;10400;10400
01/03/2019;10285;10583;10588;10478
28/02/2019;10395;10285;10420;10285
27/02/2019;10285;10520;10520;10250
26/02/2019;10365;10110;10525;10060
25/02/2019;10100;10165;10220;10010
22/02/2019;10190;10210;10215;10150
21/02/2019;10210;10050;10285;10005
20/02/2019;10035;9860;10055;9800
19/02/2019;9865;9980;9985;9825
15/02/2019;9995;10175;10175;9970
14/02/2019;10185;10280;10285;10175
13/02/2019;10260;10255;10365;10240
12/02/2019;10250;10310;10345;10250
11/02/2019;10270;10365;10375;10250
08/02/2019;10365;10485;10505;10360
07/02/2019;10500;10540;10540;10360
06/02/2019;10575;10705;10735;10460
05/02/2019;10735;10695;10760;10665
04/02/2019;10680;10690;10700;10650
01/02/2019;10650;10640;10730;10610
31/01/2019;10610;10615;10660;10585
30/01/2019;10630;10725;10730;10620
29/01/2019;10725;10700;10750;10700
28/01/2019;10720;10700;10790;10670
25/01/2019;10670;10675;10780;10650
24/01/2019;10675;10730;10815;10670
23/01/2019;10760;10650;10830;10585
22/01/2019;10650;10600;10815;10580
18/01/2019;10625;10570;10685;10535
17/01/2019;10500;10455;10650;10455
16/01/2019;10465;10350;10495;10350
15/01/2019;10380;10585;10585;10340
14/01/2019;10430;10760;10800;10543
11/01/2019;10530;10833;10930;10690
10/01/2019;10595;10778;10860;10778
09/01/2019;10550;10723;10815;10698
08/01/2019;10490;10678;10750;10578
07/01/2019;10405;10463;10683;10458
04/01/2019;10225;10420;10498;10408
03/01/2019;10170;10105;10105;10095
02/01/2019;10085;10455;10500;10280
31/12/2018;10095;10100;10100;10050
28/12/2018;10055;10125;10125;9980
27/12/2018;10125;10310;10310;10030
26/12/2018;10310;10345;10360;10290
24/12/2018;10420;10675;10720;10480
21/12/2018;10550;10505;10565;10470
20/12/2018;10525;10480;10555;10330
19/12/2018;10500;10615;10675;10480
18/12/2018;10530;10575;10695;10500
17/12/2018;10555;10635;10650;10535
14/12/2018;10575;10450;10640;10370
13/12/2018;10450;10530;10560;10420
12/12/2018;10550;10630;10680;10530
11/12/2018;10645;10665;10740;10610
10/12/2018;10665;10715;10780;10570
07/12/2018;10770;10830;10835;10750
06/12/2018;10830;10825;10970;10825
05/12/2018;10820;10945;10970;10810
04/12/2018;10975;10980;11045;10880
03/12/2018;10980;10890;11110;10885
30/11/2018;10885;10915;10930;10710
29/11/2018;10915;10825;10945;10795
28/11/2018;10820;10835;10850;10600
27/11/2018;10845;10750;10870;10750
26/11/2018;10750;10700;10810;10685
23/11/2018;10760;10805;10815;10675
21/11/2018;10785;10730;10835;10730
20/11/2018;10735;10745;10810;10645
19/11/2018;10770;10895;10940;10755
16/11/2018;10890;10720;10930;10715
15/11/2018;10740;10875;10935;10620
14/11/2018;10900;10900;10900;10900
13/11/2018;10875;10900;10900;10900
12/11/2018;10645;10625;10683;10578
09/11/2018;10595;10665;10665;10505
08/11/2018;10615;10733;10870;10623
07/11/2018;10700;10750;10750;10750
06/11/2018;10655;10820;10883;10670
05/11/2018;10755;10768;10900;10768
02/11/2018;10740;10663;10793;10615
01/11/2018;10635;10680;10880;10680
31/10/2018;10580;10400;10565;10400
30/10/2018;10440;10440;10440;10240
29/10/2018;10475;10710;10830;10360
26/10/2018;10730;10820;10835;10710
25/10/2018;10795;10820;10860;10750
24/10/2018;10855;10805;10945;10750
23/10/2018;10820;10775;11035;10700
22/10/2018;10835;11040;11040;10725
19/10/2018;11035;10965;11080;10950
18/10/2018;10960;10930;11020;10855
17/10/2018;10960;10870;11020;10825
16/10/2018;10885;10715;10965;10710
15/10/2018;10750;10600;10775;10510
12/10/2018;10685;10685;10745;10560
11/10/2018;10685;10915;10915;10545
10/10/2018;10935;10930;11040;10890
09/10/2018;10950;10850;11045;10815
08/10/2018;10875;10735;10905;10715
05/10/2018;10820;10735;11030;10645
04/10/2018;10780;10450;10950;10450
03/10/2018;10490;10260;10500;10250
02/10/2018;10265;10180;10300;10025
01/10/2018;10135;9850;10180;9785
28/09/2018;9780;9785;9930;9730
27/09/2018;9785;9785;9845;9660
26/09/2018;9785;9875;9940;9755
25/09/2018;9875;9830;9895;9805
24/09/2018;9830;9915;10000;9800
21/09/2018;9880;9885;9950;9730
20/09/2018;9875;9810;9985;9705
19/09/2018;9795;10085;10090;9670
18/09/2018;10045;10300;10300;10005
17/09/2018;10300;10510;10550;10300
14/09/2018;10665;10755;10760;10438
13/09/2018;10665;10768;10943;10725
12/09/2018;10645;10793;10830;10753
11/09/2018;10645;10918;10968;10750
10/09/2018;10815;10920;11033;10885
07/09/2018;10845;10878;10970;10810
06/09/2018;10775;10800;10800;10800
05/09/2018;10705;10950;10950;10800
04/09/2018;10850;10820;10820;10800
31/08/2018;10830;10650;10845;10615
30/08/2018;10670;10800;10900;10520
29/08/2018;10810;10590;10820;10590
28/08/2018;10595;10510;10745;10360
27/08/2018;10510;10790;10810;10410
24/08/2018;10785;10830;10890;10715
23/08/2018;10800;10820;10880;10780
22/08/2018;10800;10540;10900;10375
21/08/2018;10540;10270;10575;10205
20/08/2018;10265;10325;10450;9995
17/08/2018;10350;10565;10590;10290
16/08/2018;10460;10330;10650;10305
15/08/2018;10325;10215;10425;9905
14/08/2018;10195;10315;10485;10090
13/08/2018;10305;10555;10560;10295
10/08/2018;10550;10770;10840;10530
09/08/2018;10740;10640;10750;10480
08/08/2018;10650;10920;10920;10580
07/08/2018;10910;11285;11285;10880
06/08/2018;11275;11575;11655;11210
03/08/2018;11495;11610;11795;11415
02/08/2018;11630;11870;11930;11530
01/08/2018;11875;11880;12025;11845
31/07/2018;11915;11935;12055;11845
30/07/2018;11955;12000;12040;11735
27/07/2018;12005;11960;12055;11950
26/07/2018;12000;12035;12050;11955
25/07/2018;12045;12045;12065;12010
24/07/2018;12055;11975;12080;11960
23/07/2018;11990;11890;12000;11880
20/07/2018;11930;11860;11940;11800
19/07/2018;11865;11930;11930;11715
18/07/2018;11825;11955;12000;11710
17/07/2018;12010;12025;12040;11930
16/07/2018;12045;11980;12075;11970
13/07/2018;11815;11840;11840;11835
12/07/2018;11835;11860;12050;11835
11/07/2018;11810;11848;11920;11710
10/07/2018;11810;12090;12120;11870
09/07/2018;12150;11925;11945;11900
06/07/2018;12115;12200;12200;11985
05/07/2018;12235;11655;11973;11655
03/07/2018;12000;11383;11643;11340
02/07/2018;11795;11990;12050;11950
29/06/2018;11610;11410;11550;11230
28/06/2018;11420;11840;12000;11320
27/06/2018;11700;12475;12510;11690
26/06/2018;12505;12475;12710;12330
25/06/2018;12470;12570;12880;12430
22/06/2018;12600;12695;12935;12590
21/06/2018;12695;12635;12960;12590
20/06/2018;12650;12250;12685;12210
19/06/2018;12210;12745;12810;12200
18/06/2018;12745;12380;12770;12350
15/06/2018;12360;12255;12435;12145
14/06/2018;12305;12110;12340;11945
13/06/2018;12090;11910;12140;11890
12/06/2018;11925;11710;11960;11290
11/06/2018;11640;11190;11660;11155
08/06/2018;11180;11195;11240;10990
07/06/2018;11215;11520;11570;10970
06/06/2018;11555;10930;11585;10625
05/06/2018;10945;11240;11260;10900
04/06/2018;11215;11495;11500;11200
01/06/2018;11445;11610;11690;11425
31/05/2018;11560;11660;11705;11490
30/05/2018;11660;11450;11845;11450
29/05/2018;11460;11560;11565;11335
25/05/2018;11565;11505;11610;11260
24/05/2018;11560;11900;11940;11460
23/05/2018;11920;12375;12380;11720
22/05/2018;12330;12235;12360;12190
21/05/2018;12230;12350;12425;12180
18/05/2018;12325;12520;12520;12250
17/05/2018;12500;12545;12580;12490
16/05/2018;12550;12500;12630;12490
15/05/2018;12485;12485;12605;12470
14/05/2018;12325;12635;12910;12478
11/05/2018;12485;12350;12350;12330
10/05/2018;12355;12445;12450;12340
09/05/2018;12450;12465;12475;12440
08/05/2018;12525;12485;12490;12485
07/05/2018;12530;12600;12600;12520
04/05/2018;12680;12675;12675;12675
03/05/2018;12745;12998;13030;12970
02/05/2018;12755;12685;12685;12670
01/05/2018;12635;12620;12620;12620
30/04/2018;12785;12755;12865;12755
27/04/2018;12810;12700;12855;12690
26/04/2018;12710;13070;13130;12580
25/04/2018;13105;13100;13180;13090
24/04/2018;13130;13070;13150;13015
23/04/2018;13065;13000;13125;12900
20/04/2018;12990;13005;13070;12960
19/04/2018;13080;13165;13175;13035
18/04/2018;13175;13110;13210;13075
17/04/2018;13155;13015;13160;12850
16/04/2018;13055;13055;13215;12985
13/04/2018;13110;12900;13135;12870
12/04/2018;12885;12810;12890;12795
11/04/2018;12805;12770;12860;12765
10/04/2018;12775;12800;12870;12710
09/04/2018;12820;12495;12930;12495
06/04/2018;12495;12360;12505;12330
05/04/2018;12390;12385;12395;12320
04/04/2018;12420;12405;12440;12330
03/04/2018;12385;12320;12400;12250
02/04/2018;12310;12375;12460;12275
29/03/2018;12355;12425;12470;12335
28/03/2018;12445;12465;12520;12430
27/03/2018;12445;12420;12500;12395
26/03/2018;12460;12370;12470;12340
23/03/2018;12360;12300;12380;12230
22/03/2018;12325;12305;12350;12260
21/03/2018;12315;12220;12380;12200
20/03/2018;12205;12285;12330;12200
19/03/2018;12285;12435;12445;12275
16/03/2018;12460;12410;12500;12310
15/03/2018;12410;12330;12440;12250
14/03/2018;12100;12273;12360;12250
13/03/2018;12100;12290;12360;12270
12/03/2018;12135;12328;12350;12215
09/03/2018;12160;12428;12440;12250
08/03/2018;12260;12445;12473;12365
07/03/2018;12315;12450;12450;12450
06/03/2018;12310;12463;12533;12440
05/03/2018;12300;12300;12310;12300
02/03/2018;12265;12320;12320;12250
01/03/2018;12420;12420;12475;12400
28/02/2018;12390;12010;12445;12010
27/02/2018;11950;11905;11970;11890
26/02/2018;11890;11995;12080;11850
23/02/2018;11965;12035;12035;11900
22/02/2018;12020;11990;12050;11900
21/02/2018;11960;11860;11965;11840
20/02/2018;11855;12040;12040;11845
16/02/2018;12015;11950;12040;11900
15/02/2018;11950;12200;12200;11950
14/02/2018;12250;12260;12290;12235
13/02/2018;12285;12400;12425;12275
12/02/2018;12390;12270;12410;12190
09/02/2018;12325;12350;12450;12260
08/02/2018;12445;12460;12470;12325
07/02/2018;12500;12545;12570;12465
06/02/2018;12550;12505;12560;12480
05/02/2018;12530;12440;12550;12400
02/02/2018;12460;12360;12485;12340
01/02/2018;12405;12415;12450;12350
31/01/2018;12440;12380;12510;12300
30/01/2018;12410;12405;12460;12335
29/01/2018;12435;12300;12485;12300
26/01/2018;12335;12140;12390;12135
25/01/2018;12140;12130;12200;12050
24/01/2018;12165;12190;12200;12025
23/01/2018;12200;12145;12300;12110
22/01/2018;12180;12120;12230;12085
19/01/2018;12205;12090;12230;12050
18/01/2018;12145;12145;12240;12095
17/01/2018;12150;12095;12270;12085
16/01/2018;12145;11905;12240;11890
12/01/2018;11580;11740;11830;11708
11/01/2018;11520;11893;12000;11703
10/01/2018;11695;11908;11970;11853
09/01/2018;11710;11898;12030;11845
08/01/2018;11645;11828;11960;11788
05/01/2018;11565;11520;11520;11520
04/01/2018;11475;11700;11783;11520
03/01/2018;11410;11535;11535;11500
02/01/2018;11535;11950;11950;11708
29/12/2017;11680;11600;11690;11560
28/12/2017;11655;11805;11805;11545
27/12/2017;11790;11785;11845;11785
26/12/2017;11795;11960;11960;11725
22/12/2017;11950;11905;11995;11840
21/12/2017;11995;11800;12045;11770
20/12/2017;11840;11710;11860;11710
19/12/2017;11715;11745;11940;11655
18/12/2017;11710;11715;11750;11660
15/12/2017;11705;11750;11805;11705
14/12/2017;11715;11835;11840;11700
13/12/2017;11770;12200;12250;11740
12/12/2017;12260;12200;12295;12155
11/12/2017;12220;12105;12230;12035
08/12/2017;12065;12135;12145;12025
07/12/2017;12130;12150;12190;12120
06/12/2017;12185;12255;12390;12175
05/12/2017;12330;12200;12360;12175
04/12/2017;12180;12475;12480;12115
01/12/2017;12460;12485;12545;12440
30/11/2017;12530;12370;12580;12370
29/11/2017;12375;12315;12425;12285
28/11/2017;12305;12260;12340;12215
27/11/2017;12295;12390;12430;12245
24/11/2017;12420;12390;12450;12160
22/11/2017;12420;12310;12430;12250
21/11/2017;12340;12305;12360;12305
20/11/2017;12375;12285;12380;12140
17/11/2017;12285;12130;12300;12055
16/11/2017;12165;12065;12175;11930
15/11/2017;12085;11530;12095;11525
14/11/2017;11240;11155;11265;11155
13/11/2017;11120;11120;11150;11120
10/11/2017;11165;11455;11480;11400
09/11/2017;11175;11453;11480;11358
08/11/2017;11140;11540;11570;11378
07/11/2017;11240;11335;11335;11335
06/11/2017;11240;11195;11215;11195
03/11/2017;11285;11100;11100;11100
02/11/2017;11150;11250;11250;11150
01/11/2017;11200;11290;11290;11050
31/10/2017;11290;11450;11450;11235
30/10/2017;11450;11620;11620;11380
27/10/2017;11550;11535;11700;11325
26/10/2017;11490;11650;11700;11455
25/10/2017;11665;11635;11830;11600
24/10/2017;11605;11950;11960;11590
23/10/2017;11975;12100;12100;11970
20/10/2017;12075;11950;12125;11910
19/10/2017;11930;11865;11995;11855
18/10/2017;11945;12130;12160;11845
17/10/2017;12130;12120;12150;12115
16/10/2017;12120;12190;12210;12110
13/10/2017;12185;12230;12285;12135
12/10/2017;12250;12065;12330;11915
11/10/2017;12035;12030;12120;12000
10/10/2017;12020;11845;12090;11810
09/10/2017;11840;11915;12010;11820
06/10/2017;11885;11925;11925;11820
05/10/2017;11915;12035;12070;11905
04/10/2017;12030;12035;12175;12010
03/10/2017;12015;12050;12050;11965
02/10/2017;12020;12005;12035;11930
29/09/2017;11995;11975;12085;11970
28/09/2017;11970;11900;11990;11800
27/09/2017;11900;11930;11960;11700
26/09/2017;11970;12050;12065;11930
25/09/2017;12020;12375;12460;11665
22/09/2017;12365;12700;12740;12350
21/09/2017;12710;12790;12795;12690
20/09/2017;12805;12800;12805;12690
19/09/2017;12780;12865;12880;12720
18/09/2017;12885;12800;12900;12800
15/09/2017;12805;12820;12825;12765
14/09/2017;12525;12820;12870;12760
13/09/2017;12640;12690;12765;12690
12/09/2017;12695;12410;12410;12410
11/09/2017;12400;12720;12720;12640
08/09/2017;12455;12445;12445;12415
07/09/2017;12425;12690;12790;12680
06/09/2017;12455;12445;12445;12445
05/09/2017;12495;12920;12950;12650
01/09/2017;12665;12850;13030;12770
31/08/2017;12550;12400;12540;12400
30/08/2017;12395;12310;12470;12295
29/08/2017;12285;12300;12400;12140
28/08/2017;12330;12405;12560;12325
25/08/2017;12395;12380;12415;12340
24/08/2017;12370;12300;12480;12250
23/08/2017;12300;12200;12300;12135
22/08/2017;12205;12190;12245;12120
21/08/2017;12185;12225;12290;12090
18/08/2017;12145;12115;12180;12020
17/08/2017;12120;12185;12220;12100
16/08/2017;12185;12200;12245;12120
15/08/2017;12245;12360;12365;12225
14/08/2017;12340;12470;12485;12260
11/08/2017;12495;12260;12530;12260
10/08/2017;12250;12300;12360;12220
09/08/2017;12310;12200;12325;12175
08/08/2017;12145;12085;12225;12065
07/08/2017;12045;12315;12345;11975
04/08/2017;12330;12350;12450;12255
03/08/2017;12385;12475;12500;12350
02/08/2017;12490;12365;12515;12365
01/08/2017;12370;12260;12395;12250
31/07/2017;12260;12390;12410;12245
28/07/2017;12415;12330;12450;12325
27/07/2017;12315;12230;12360;12230
26/07/2017;12275;12280;12355;12265
25/07/2017;12300;12070;12400;12060
24/07/2017;12140;11920;12180;11920
21/07/2017;11985;11920;12045;11865
20/07/2017;12000;11770;12060;11740
19/07/2017;11865;11860;11900;11825
18/07/2017;11865;11840;11900;11805
17/07/2017;11840;11760;11850;11635
14/07/2017;11415;11350;11350;11350
13/07/2017;11500;11625;11625;11625
12/07/2017;11575;11790;11790;11535
11/07/2017;11815;11993;12110;11940
10/07/2017;11755;12015;12103;11845
